index,0,1,2
26457,0.04601243541484799,0.1447194837518278,0.8092680871197515
26458,0.225744846630432,0.2732186622749947,0.5010364892319281
26459,0.04518350544777354,0.09503666757130072,0.8597798269809257
26460,0.08702317750894596,0.09678319834945733,0.816193629263871
26461,0.09119779374731948,0.1648414312933721,0.7439607735623245
26462,0.04426588999711091,0.11393081946316516,0.8418032950799216
26463,0.49622285130183186,0.4325677622155987,0.07120938488003978
26464,0.0635547378847158,0.07581137579491637,0.8606338825950774
26465,0.04723792405927591,0.11763070874194935,0.8351313665002829
26466,0.03046174222532528,0.21787094926039607,0.7516673080486174
26467,0.08165095223762661,0.1715494041937456,0.7467996470610875
26468,0.04014410220882754,0.07646381318870102,0.8833920752892456
26469,0.4582602294046466,0.12666265618280662,0.4150771106872564
26470,0.09188489042408572,0.24696563191989662,0.6611494802171547
26471,0.07039269497660831,0.11530942623812876,0.8142978757584645
26472,0.11683023149928852,0.20953166137046067,0.6736381117868636
26473,0.057822391131375626,0.10240022186894283,0.8397773856026978
26474,0.2908965346937773,0.6807199334194713,0.028383521106055885
26475,0.39217344756078976,0.2866771851446119,0.3211493686915822
26476,0.02901714630102452,0.08246978318270026,0.8885130778504405
26477,0.14122574034141455,0.12857461063818154,0.730199645527944
26478,0.10967654061820792,0.09365942199405364,0.7966640324982949
26479,0.0498752943491939,0.09929753401179937,0.8508271679137163
26480,0.04829532332716372,0.06806200924384631,0.8836426621903004
26481,0.049664443590615635,0.49542707306843603,0.4549084875318999
26482,0.14156913830029355,0.04954065471400248,0.8088902059379662
26483,0.027031877190166795,0.17971472057411922,0.7932534017700527
26484,0.16487231711053563,0.19064950115256027,0.6444781733550007
26485,0.0466996125608451,0.047553805846651497,0.905746583222318
26486,0.06351717548717102,0.18640409840502167,0.7500787235466699
26487,0.10681064439219816,0.13413920918470798,0.7590501534080132
26488,0.15852368120773122,0.7549693400590753,0.08650697935892596
26489,0.024313441977807576,0.3454098728694974,0.6302766796811748
26490,0.10753000346613464,0.2672661661949219,0.6252038263808226
26491,0.04710347365232969,0.06999249480994225,0.8829040367764177
26492,0.04404181215818713,0.21330044732730802,0.7426577386518598
26493,0.5187721268504849,0.48018341074533,0.001044466771578606
26494,0.07109360054181232,0.12549319793661792,0.8034131933724973
26495,0.040664517110021475,0.100328495348899,0.8590069884724022
26496,0.14797383875094686,0.08832842270786134,0.7636977270160747
26497,0.05614379012220463,0.7320930956567344,0.21176310933161743
26498,0.21478084569458103,0.48867576240244665,0.2965433932999563
26499,0.034342870729984806,0.11501871031576831,0.8506384217482145
26500,0.05192952985636114,0.32963150849645495,0.6184389600173694
26501,0.08886537744095092,0.2745445203908742,0.6365900975115619
26502,0.01326904236151076,0.03225605126618848,0.9544749063723008
26503,0.14440409603798093,0.35777415907885834,0.49782174302051563
26504,0.10075499317057997,0.2091787562920467,0.690066250770204
26505,0.04743728768725112,0.07574726897643312,0.8768154486914206
26506,0.06988751168554272,0.8753219222862145,0.05479057248201724
26507,0.14424022169520395,0.7462379136407198,0.10952186810651351
26508,0.13025665730307043,0.3046602779740281,0.5650830668183772
26509,0.1163870371022311,0.11542011811572643,0.768192850835639
26510,0.0343643917500209,0.22518544381318298,0.7404501593145218
26511,0.059665363030857343,0.0630153525508197,0.8773192879107827
26512,0.06712303426748235,0.19241758977885945,0.740459379562533
26513,0.04690372402701202,0.13313156629351336,0.819964703393047
26514,0.06560501243185382,0.09867510991112396,0.8357198776570222
26515,0.28812332309118593,0.03288955214735044,0.6789871329105361
26516,0.04130130017601486,0.2980178730828423,0.6606808283709574
26517,0.24569529414142752,0.7142013141846539,0.04010339647673274
26518,0.07707806442131553,0.12437242488814462,0.7985495064995883
26519,0.5509843636714213,0.1176359126327483,0.3313797320777333
26520,0.01977811161371364,0.8500201373057266,0.13020175020744473
26521,0.057095090969482884,0.3014727355821162,0.6414321802004898
26522,0.09184927333493907,0.18716404861982647,0.72098668363317
26523,0.10324503338989498,0.22381704738347283,0.672937918760971
