index,0,1,2
26457,0.04497802663500716,0.14717558686176385,0.8078463862238323
26458,0.19199587618675856,0.32248539848832897,0.48551871899191895
26459,0.04194680449791722,0.08781910389235408,0.8702340948227913
26460,0.07776416522633844,0.09587922352404828,0.8263566132985227
26461,0.09709146852125895,0.1690604191748088,0.7338481116752892
26462,0.04095765572834403,0.11834465533770148,0.8406976887709732
26463,0.46807688589553265,0.44115560417335403,0.09076750790321328
26464,0.05404378998180976,0.06264910072906534,0.8833071045859459
26465,0.04559033910772233,0.10707225519691344,0.8473374012250162
26466,0.026369393617278775,0.1978748331074273,0.7757557782345866
26467,0.0794780888021032,0.1745742989609355,0.7459476152171933
26468,0.033915281906760415,0.06491710055607965,0.9011676105056746
26469,0.47320818506039963,0.12193709894075312,0.4048547126926521
26470,0.09439909761111691,0.2621110635061474,0.6434898391854155
26471,0.05931415574845602,0.10076576548088922,0.839920077327105
26472,0.11426418492003404,0.17601230395227918,0.7097235155049028
26473,0.05540288704242699,0.09492017740202202,0.8496769338791704
26474,0.28628467018079895,0.6786085048685934,0.03510681688570873
26475,0.4296600947569824,0.2806338507336304,0.2897060537643292
26476,0.028613717011715785,0.0789051034419049,0.8924811864556285
26477,0.13940293566136522,0.12447009367450199,0.736126971548889
26478,0.11127738914739001,0.09943247496076756,0.7892901346811229
26479,0.046372572192362065,0.08883802706974113,0.8647894026703913
26480,0.0419492811844594,0.0582496070923972,0.8998011083005327
26481,0.04271964687871638,0.5329416603173941,0.42433869764676696
26482,0.1346553105703857,0.0426325233753899,0.8227121625151987
26483,0.02269093283581305,0.1847063450729359,0.7926027221611001
26484,0.17656799172319587,0.20151960094533128,0.6219124011148947
26485,0.0411596901650914,0.042443044607472,0.9163972628525637
26486,0.05600760390167417,0.17541388442822242,0.768578508596739
26487,0.10515899195180145,0.12933876391325796,0.7655022464166807
26488,0.14168316629655728,0.7572888003749294,0.10102803464255135
26489,0.019450753710302915,0.33912790025137546,0.6414213433724109
26490,0.09746938586644768,0.2511817533029309,0.6513488591542407
26491,0.038882778735599234,0.06090902041754468,0.9002082045255803
26492,0.04074184613891237,0.21443543603580092,0.744822720339858
26493,0.5534177018529168,0.4453467293413221,0.0012355734176266826
26494,0.0682748809922434,0.11199455802333144,0.8197305558155848
26495,0.03693161343190347,0.0912627957203256,0.8718055930130957
26496,0.16397907095419134,0.0767465823145322,0.7592743468011254
26497,0.05331503233059435,0.7550744776429749,0.19161048858288104
26498,0.22016083334818692,0.5271406071279894,0.25269855551913645
26499,0.028074296490855587,0.10061496871827594,0.8713107359084552
26500,0.04314362360569215,0.31150520642463503,0.6453511687589537
26501,0.0886923019527607,0.31109669195843004,0.6002110011527997
26502,0.010615233807717884,0.026204841106083045,0.9631799288231307
26503,0.14947277844818924,0.32575745718745935,0.5247697633864624
26504,0.09576137268924267,0.21962311875895282,0.6846155099022222
26505,0.042664571657698665,0.06898985378248344,0.8883455794026953
26506,0.0790981017853947,0.8516575370839132,0.06924436561159028
26507,0.14729078085981234,0.7194917271760961,0.13321749448320996
26508,0.10920532551649345,0.2940560831865133,0.5967385917160883
26509,0.1244417162282272,0.11000400785300662,0.7655542784333372
26510,0.027891513330167535,0.24069713651944386,0.7314113467277782
26511,0.05553229051781812,0.06410715190375302,0.8803605603258307
26512,0.06757952810014471,0.21504909583388485,0.7173713753209126
26513,0.03832297938459107,0.12432163362687067,0.8373553833330969
26514,0.07016234229799014,0.10863589747277043,0.8212017613468265
26515,0.25889865865921324,0.02705769274745401,0.7140436525048877
26516,0.0348410402572272,0.2968142975349513,0.668344665304469
26517,0.25222378784631855,0.7004935013291175,0.04728271718402374
26518,0.07724510640537562,0.11329794042274312,0.8094569510298392
26519,0.536674861956948,0.12285478094950777,0.3404703610050989
26520,0.01602248940738623,0.8734161087269946,0.1105613986758397
26521,0.05604462383603014,0.3738995266826387,0.5700558529272245
26522,0.08560502838311698,0.18335673569318367,0.7310382435605443
26523,0.10559602633938694,0.22012153486622038,0.6742824389806571
26524,0.06893647142947587,0.2713666895609107,0.6596968422226762
26525,0.2944534841184342,0.14219900935477114,0.5633475057817364
26526,0.045189002605412684,0.07250733048396883,0.8823036643029151
26527,0.0760555491764239,0.5508672956443019,0.3730771547252542
26528,0.10071255671911536,0.8875378176298331,0.011749617781011726
26529,0.36976858192848466,0.06747987134040064,0.5627515500023852
26530,0.09330567016486456,0.19137806673769067,0.7153162610718182
26531,0.025992785851242883,0.0488910434178291,0.9251161766215432
26532,0.5266415856821931,0.06284331907817131,0.4105150926319325
26533,0.057781703480203464,0.1233328363112797,0.8188854579500597
