code,num
C1072,6618.483309325612
C1128,10460.006468616517
C1456,4983.487409805611
C1840,1820.1842434866985
C1332,8817.8603105674
C1563,23733.11502270677
C1794,7167.394921001558
C1640,1304.5365685888742
C1377,1623.8605117582074
C2072,1193.2288694646682
C1472,2194.204132370491
C1006,3312.6726736411347
C1083,1709.7308522652822
C1311,2395.797760206798
C2676,3271.5199600032574
C2318,376.5787167118739
C1603,1468.7922571418726
C2523,987.1925340920434
C2177,1760.7981243842673
C2411,3537.3992663127055
C2033,2720.8929063751357
C1604,618.821297460486
C2535,974.945183791301
C1040,1066.5820544722737
C2417,738.8757103353153
C1812,1163.8963503258976
C2253,1837.942557773802
C1294,1580.0878663084009
C1772,1147.885804098007
C2646,867.1623937052043
C1152,2785.9737864644057
C2423,270.5564146191052
C1844,1291.0280948381787
C1318,562.6184567653559
C1729,3024.2563137926877
C1602,1564.787346845526
C1239,1219.7912405171016
C1721,4325.569451818908
C1902,7896.649999722256
C1855,1239.6102844730167
C2600,1812.759394999388
C1071,2181.7898694518435
C2295,2346.219135607834
C1621,4480.83433313732
C1852,7871.4760353898055
C2555,9297.401490442771
C1297,2251.763442858909
C2323,5001.7487708381805
C2215,1671.9480359274664
C2112,2233.0349599226147
C1830,8859.933087229701
C2602,1047.7856007393275
C2608,8868.131371689795
C1215,4095.508544032678
C2369,1312.3117049280445
C1158,683.0051990005015
C1887,8947.539699803305
C1189,2351.4892720495345
C1637,2103.4042567901065
C1225,450.4896763858284
C2374,2118.322141290697
C2397,2048.5163757010687
C1105,11009.046239230234
C1782,2234.087084938726
C1629,671.0442942073485
C1708,2100.055590758687
C2144,3927.0421219950204
C1617,3836.6666062935105
C1149,2256.136025497989
C1323,2289.504494383993
C1064,4765.997175376863
C1019,1006.3415446895315
C2269,6488.035105110596
C1416,5955.966314581219
C1250,6657.0834766241815
C1741,1244.7125218235137
C1016,2858.980873638175
C2675,5089.651537344921
C2436,3159.4242722353374
C2039,5960.993701533572
C1253,5723.343896982895
C2028,5476.7917793764955
C1166,625.2780959249536
C1135,2198.177141411375
C1216,851.6573671222585
C1593,857.0151053388331
C1826,687.434972458952
C1827,1755.1965690689253
C1564,2097.9173569254554
C1495,5107.945821784824
C2653,3719.657432245509
C1392,4207.646358349447
C2128,1291.1168545683188
C1282,3908.5238758834043
C1521,13150.815578579046
C2076,7177.436309046043
C1060,4527.130932323694
C2473,14280.09620985629
C2557,5645.901512066257
C1835,7151.036274780643
C2224,1559.1667236033632
C2222,3036.9206541227404
C2430,5591.722442123591
C2497,2714.087744640199
C1494,3571.753328367141
C1457,2010.7753535213974
C1525,23880.56299130261
C1712,4193.235976849921
C2267,9381.830668315506
C1623,1869.710156336094
C2131,3550.2038597789838
C2691,3259.041860110745
C1147,6591.571163488537
C1692,5068.147302190514
C1570,3338.7943724900533
C1474,532.3442695063243
C1633,369.54344382126
C2113,5663.211781030272
C2175,5526.094140039703
C2303,8784.968211171801
C2547,3584.5690503534593
C2292,3208.774634854248
C1496,2430.2230053526273
C1289,1550.9274414603146
C1849,4490.943922205595
C1003,1471.826628591606
C2268,5002.999395069422
C2551,3135.2947364421857
C2688,492.7031936383953
C1030,463.7240826163783
C1327,471.9674527625143
C2451,2208.421306595965
C1749,4923.099034650527
C1349,1973.2579886273415
C2043,1645.3854011684884
C1229,1918.8531815533354
C2363,4105.156641696391
C1414,3820.630819403466
C2174,2321.4421847424605
C2091,560.6196994167949
C2335,617.4591577925635
C1841,647.3304216562155
C2404,3459.269988551797
C1683,2500.6731912483187
C1038,2274.8289557992944
C2456,845.9799855180115
C1266,2198.2546704232786
C2152,0.0
C1267,3407.7843570800837
C2189,863.6160850203914
