code,num
C1072,715.1702589497127
C1128,1326.3049337790733
C1456,481.5164147664781
C1840,458.2351641117299
C1332,1062.7879145839584
C1563,2001.8928706828945
C1794,990.0194061439677
C1640,386.01808387263833
C1377,320.63767039906156
C2072,306.6902112938344
C1472,475.90296546125114
C1006,600.8098630692035
C1083,390.96900702104966
C1311,307.0055233150749
C2676,731.7963517755543
C2318,220.96441090188563
C1603,350.6277611074384
C2523,310.7995998981526
C2177,551.8852558701843
C2411,653.3275285695253
C2033,524.1861567687068
C1604,438.2784271006245
C2535,413.4592907548412
C1040,485.1631223458053
C2417,346.6960827644133
C1812,423.2256788647318
C2253,480.7303057395616
C1294,556.7280310588771
C1772,354.61790609277165
C2646,450.05012386699553
C1152,943.397783527857
C2423,133.08985798597968
C1844,426.10726143528956
C1318,196.20380436976137
C1729,233.20628646721843
C1602,269.8046422720472
C1239,324.2761894209929
C1721,570.445113610211
C1902,886.2834479928542
C1855,307.3599324542942
C2600,398.08788497059095
C1071,536.6255271431176
C2295,491.3638885281729
C1621,557.4477131103056
C1852,797.4461058548437
C2555,1392.4267157568286
C1297,482.4376119658116
C2323,654.1640207735912
C2215,425.1254993813793
C2112,419.4701200081046
C1830,770.2269704380498
C2602,323.67688163296805
C2608,955.1607621971817
C1215,661.4571858061772
C2369,645.2752865231611
C1158,259.01304657942217
C1887,626.2030885838964
C1189,276.85548789135026
C1637,419.70004548846583
C1225,158.2009016527571
C2374,333.75912283682055
C2397,612.3429737575563
C1105,987.1402590211648
C1782,478.8356814385493
C1629,190.06943164453486
C1708,210.0620202067595
C2144,585.371561305835
C1617,968.3607460480384
C1149,474.7315680189586
C1323,340.8069945226105
C1064,744.9021094145912
C1019,263.91781136324573
C2269,630.2712698962398
C1416,886.2299627184234
C1250,1074.9165780027172
C1741,432.62975393467786
C1016,699.0836575648968
C2675,838.6653085823796
C2436,615.9086965216924
C2039,983.5400926984424
C1253,911.9814046363165
C2028,1019.6156930825032
C1166,334.90802726057586
C1135,257.0836755281158
C1216,287.23555248831906
C1593,200.65728792062657
C1826,228.64934307971401
C1827,398.31834613476985
C1564,299.33783560408654
C1495,990.8633915861358
C2653,858.0237376146961
C1392,763.6816316124974
C2128,300.65678301813506
C1282,595.6469790604842
C1521,1088.8525807693602
C2076,1170.0287698462678
C1060,607.5876627175378
C2473,1132.5470424704558
C2557,599.639534574013
C1835,884.5427303696946
C2224,727.1832255793812
C2222,475.06174338164107
C2430,738.965230742835
C2497,496.3489865463038
C1494,930.8324652169696
C1457,518.7989860611192
C1525,1138.1068890131323
C1712,670.7613344950779
C2267,834.4478046486989
C1623,324.1860510655615
C2131,618.6443088797826
C2691,973.4934726624368
C1147,831.0051814650683
C1692,1025.7435252916346
C1570,665.2157025308919
C1474,108.76461345092805
C1633,121.84537477840584
C2113,616.8866266483029
C2175,847.6014647296965
C2303,1564.3597556251195
C2547,585.6665524367343
C2292,623.8174501921358
C1496,779.8013521422554
C1289,334.27798442259325
C1849,805.2615414509743
C1003,192.38183420329395
C2268,329.16354311430257
C2551,534.7071319090867
C2688,71.48704794314125
C1030,44.297622416993896
C1327,60.882622234044746
C2451,534.4796087082022
C1749,499.39610565536896
C1349,261.2435733775641
C2043,165.00774672548926
C1229,196.9831558151819
C2363,397.35586828595683
C1414,414.89546086314573
C2174,333.33111540725207
C2091,89.88969991722853
C2335,149.46890776852234
C1841,68.24798837350605
C2404,173.0073932211136
C1683,256.8598948554148
C1038,264.5099215957118
C2456,228.32757419298687
C1266,479.29548286458396
C2152,0.0
C1267,253.0821986069454
C2189,205.90561322377093
